reviewerid,movie-code,rating
4,10,0
4,14,2
4,17,2
4,20,2
4,23,2
4,28,1
4,33,2
4,34,2
4,41,2
4,43,1
4,46,2
4,47,2
4,53,1
4,55,0
4,57,2
4,59,2
4,61,2
4,62,2
4,65,1
4,66,2
4,70,2
4,71,2
4,79,2
4,81,2
4,82,2
4,90,0
4,96,2
4,99,2
4,102,2
4,105,2
4,113,2
4,117,1
4,119,2
4,120,1
4,127,2
4,132,2
4,133,2
4,137,1
4,138,2
4,139,2
4,141,2
4,144,2
4,145,2
4,146,2
4,147,2
4,148,2
4,149,2
4,151,2
4,152,2
4,156,2
4,160,2
4,163,2
4,164,2
4,166,1
4,168,2
4,169,0
4,170,2
4,176,1
4,177,2
4,183,2
4,184,2
4,186,2
4,187,1
4,191,2
4,197,2
4,200,2
5,2,1
5,3,2
5,4,2
5,5,2
5,6,1
5,7,0
5,8,0
5,9,2
5,10,2
5,12,1
5,13,0
5,14,0
5,15,0
5,16,1
5,17,2
5,18,2
5,19,1
5,20,1
5,21,1
5,23,2
5,24,1
5,29,1
5,30,2
5,31,2
5,32,1
5,33,1
5,34,0
5,35,0
5,36,1
5,37,0
5,38,2
5,39,1
5,40,1
5,41,1
5,43,2
5,44,2
5,45,1
5,46,2
5,47,1
5,48,2
5,49,0
5,50,2
5,51,1
5,53,1
5,54,1
5,55,2
5,57,1
5,58,1
5,59,1
5,60,1
5,61,2
5,62,1
5,63,1
5,65,1
5,66,1
5,67,1
5,68,0
5,69,1
5,70,0
5,71,0
5,72,1
5,73,2
5,74,0
5,76,1
5,80,1
5,81,1
5,82,2
5,85,1
5,88,1
5,89,0
5,90,2
5,92,2
5,95,1
5,96,2
5,97,2
5,99,2
5,100,1
5,104,1
5,105,2
5,112,1
5,113,2
5,114,0
5,115,1
5,116,2
5,117,1
5,118,0
5,119,2
5,120,2
5,123,0
5,132,1
5,133,1
5,134,0
5,135,1
5,136,1
5,137,0
5,138,0
5,139,2
5,140,1
5,141,2
5,142,2
5,143,1
5,144,1
5,145,0
5,146,0
5,147,1
5,148,0
5,149,2
5,150,0
5,151,2
5,152,1
5,153,2
5,155,2
5,156,2
5,160,2
5,163,0
5,164,2
5,165,0
5,166,1
5,167,0
5,168,2
5,169,0
5,170,1
5,171,0
5,174,1
5,176,0
5,177,1
5,178,0
5,179,1
5,180,1
5,181,1
5,182,2
5,183,2
5,184,2
5,185,1
5,186,2
5,187,0
5,188,1
5,189,1
5,190,2
5,191,2
5,192,1
5,193,1
5,194,1
5,195,2
5,196,2
5,197,1
5,198,1
5,199,1
5,200,2
6,2,1
6,4,0
6,13,2
6,14,1
6,16,1
6,17,2
6,20,2
6,26,2
6,27,1
6,29,1
6,30,2
6,31,2
6,34,1
6,39,0
6,43,1
6,46,2
6,47,0
6,53,1
6,55,1
6,57,2
6,59,2
6,60,1
6,61,2
6,62,0
6,63,2
6,65,2
6,66,0
6,67,2
6,69,2
6,70,1
6,71,2
6,73,2
6,76,1
6,80,1
6,81,2
6,88,2
6,89,2
6,92,1
6,93,2
6,96,2
6,100,2
6,105,2
6,108,2
6,111,0
6,112,0
6,113,2
6,115,2
6,116,2
6,117,2
6,120,2
6,127,2
6,128,2
6,132,2
6,139,1
6,140,2
6,141,2
6,142,2
6,143,2
6,144,2
6,146,2
6,149,2
6,151,2
6,152,2
6,153,2
6,156,2
6,160,2
6,161,2
6,162,2
6,164,2
6,165,2
6,166,2
6,169,2
6,177,2
6,179,2
6,180,2
6,182,2
6,183,2
6,184,2
6,186,2
6,187,2
6,188,2
6,190,2
6,191,2
6,197,2
6,198,2
6,199,2
7,2,0
7,3,2
7,4,0
7,5,2
7,7,1
7,9,2
7,10,2
7,12,1
7,16,2
7,17,1
7,20,2
7,23,1
7,27,2
7,28,1
7,29,2
7,30,2
7,33,1
7,34,1
7,37,0
7,39,0
7,42,0
7,43,2
7,46,1
7,47,2
7,50,2
7,51,1
7,54,2
7,57,2
7,58,2
7,59,2
7,60,2
7,61,2
7,62,2
7,64,1
7,65,2
7,66,2
7,67,2
7,68,1
7,71,1
7,73,0
7,74,2
7,77,1
7,78,2
7,79,2
7,80,1
7,81,0
7,82,0
7,87,1
7,89,1
7,90,2
7,96,2
7,99,2
7,101,0
7,102,2
7,103,0
7,105,2
7,111,2
7,112,1
7,113,2
7,116,0
7,117,2
7,120,2
7,127,0
7,132,2
7,139,2
7,141,2
7,142,0
7,144,1
7,146,2
7,147,2
7,148,2
7,149,1
7,151,2
7,155,1
7,156,2
7,158,2
7,160,2
7,163,0
7,164,2
7,166,2
7,167,1
7,168,1
7,169,2
7,170,1
7,171,0
7,174,1
7,176,2
7,177,2
7,180,1
7,182,2
7,183,2
7,184,2
7,186,2
7,187,0
7,188,2
7,189,0
7,190,2
7,191,2
7,192,2
7,196,2
7,198,2
7,200,2
8,2,1
8,3,2
8,4,0
8,5,2
8,10,1
8,11,1
8,13,2
8,14,2
8,15,1
8,16,2
8,17,1
8,18,0
8,20,2
8,21,1
8,22,1
8,23,0
8,24,2
8,27,1
8,28,0
8,30,2
8,32,2
8,33,2
8,34,2
8,35,1
8,37,0
8,41,0
8,42,0
8,43,1
8,45,2
8,46,2
8,47,2
8,48,2
8,49,2
8,50,2
8,51,1
8,57,2
8,58,1
8,59,2
8,61,1
8,62,2
8,65,0
8,66,2
8,67,1
8,69,2
8,71,2
8,74,1
8,76,1
8,77,2
8,78,2
8,79,2
8,80,0
8,81,1
8,87,2
8,88,1
8,89,1
8,90,2
8,91,1
8,95,1
8,96,2
8,97,2
8,98,1
8,99,0
8,104,2
8,105,2
8,108,1
8,110,1
8,111,1
8,113,2
8,114,0
8,117,1
8,118,2
8,119,2
8,120,2
8,128,0
8,131,2
8,132,2
8,133,2
8,137,1
8,138,2
8,139,2
8,140,0
8,141,2
8,142,0
8,143,2
8,144,2
8,146,2
8,147,2
8,149,2
8,151,2
8,152,1
8,153,1
8,154,1
8,155,2
8,158,1
8,160,1
8,163,2
8,164,2
8,165,2
8,167,1
8,168,2
8,169,1
8,172,1
8,174,1
8,176,1
8,177,2
8,181,2
8,182,2
8,183,1
8,184,2
8,186,2
8,187,2
8,188,1
8,190,1
8,191,2
8,194,2
8,196,2
8,197,2
8,198,2
8,200,2
9,1,2
9,2,1
9,4,1
9,9,1
9,10,1
9,11,2
9,12,1
9,13,2
9,14,2
9,15,0
9,16,1
9,17,1
9,20,2
9,23,0
9,27,2
9,28,2
9,29,2
9,30,2
9,31,1
9,32,2
9,33,2
9,34,2
9,35,1
9,36,1
9,42,2
9,43,2
9,44,2
9,45,2
9,46,1
9,47,2
9,50,2
9,51,2
9,52,1
9,54,2
9,55,2
9,57,1
9,58,2
9,59,1
9,61,1
9,62,2
9,64,1
9,65,2
9,66,2
9,67,2
9,68,2
9,70,2
9,71,2
9,73,1
9,74,1
9,75,0
9,76,2
9,77,1
9,78,2
9,79,2
9,80,1
9,81,2
9,82,1
9,87,1
9,89,2
9,95,1
9,96,2
9,97,2
9,99,1
9,100,2
9,102,1
9,103,1
9,104,1
9,105,1
9,111,2
9,113,1
9,114,1
9,115,0
9,116,1
9,117,2
9,131,1
9,132,2
9,136,0
9,137,1
9,138,1
9,139,1
9,140,2
9,141,2
9,142,0
9,143,2
9,144,2
9,146,1
9,147,1
9,148,2
9,150,2
9,153,2
9,155,2
9,157,2
9,158,2
9,159,2
9,160,2
9,161,1
9,162,1
9,164,2
9,166,1
9,167,2
9,168,1
9,170,2
9,171,2
9,172,2
9,174,1
9,176,2
9,178,2
9,180,1
9,181,1
9,182,1
9,183,2
9,184,2
9,185,1
9,186,2
9,187,1
9,188,1
9,189,2
9,190,1
9,191,2
9,192,1
9,193,1
9,194,1
9,195,2
9,198,1
9,200,2
10,6,2
10,8,2
10,10,2
10,14,2
10,15,2
10,17,2
10,20,2
10,23,2
10,28,2
10,29,2
10,30,2
10,33,2
10,34,2
10,41,2
10,43,2
10,47,2
10,57,2
10,62,2
10,65,2
10,66,2
10,67,2
10,71,2
10,76,2
10,77,2
10,78,2
10,79,2
10,81,2
10,87,2
10,89,2
10,96,2
10,97,2
10,99,2
10,103,2
10,105,2
10,106,2
10,110,2
10,111,1
10,117,2
10,119,2
10,120,2
10,132,2
10,137,2
10,138,2
10,140,2
10,141,2
10,144,2
10,146,2
10,155,2
10,156,2
10,158,2
10,160,1
10,163,1
10,164,2
10,165,2
10,167,2
10,168,2
10,170,2
10,174,2
10,175,2
10,177,2
10,183,2
10,186,2
10,187,2
10,188,2
10,191,2
10,197,2
10,198,2
10,200,2
11,2,0
11,3,1
11,9,2
11,10,2
11,12,2
11,13,1
11,17,2
11,18,2
11,20,2
11,23,2
11,24,2
11,29,2
11,30,2
11,31,2
11,33,2
11,34,0
11,43,1
11,45,2
11,46,2
11,47,1
11,48,0
11,53,1
11,59,0
11,61,2
11,62,2
11,65,2
11,92,1
11,96,2
11,97,1
11,99,2
11,100,2
11,101,2
11,102,2
11,112,1
11,113,2
11,114,2
11,132,2
11,133,2
11,138,1
11,139,1
11,140,2
11,141,2
11,146,1
11,151,2
11,153,1
11,155,2
11,156,2
11,160,2
11,161,2
11,164,2
11,166,2
11,168,2
11,170,2
12,2,0
12,3,2
12,11,2
12,14,1
12,17,0
12,20,2
12,28,1
12,29,2
12,31,2
12,34,0
12,36,2
12,45,0
12,46,0
12,47,1
12,51,0
12,55,0
12,59,1
12,61,1
12,66,1
12,67,2
12,71,1
12,76,1
12,83,2
12,90,2
12,96,1
12,99,2
12,111,1
12,113,1
12,130,1
12,133,1
12,134,1
12,137,1
12,138,1
12,139,1
12,141,1
12,144,1
12,146,0
12,147,2
12,151,0
12,152,1
12,155,1
12,156,0
12,160,1
12,161,1
12,164,1
12,166,0
12,168,1
12,170,1
12,171,0
12,177,2
12,184,2
12,186,1
12,187,0
12,188,0
12,191,2
12,197,2
12,198,0
13,2,1
13,7,1
13,9,2
13,10,1
13,28,1
13,29,1
13,30,2
13,31,2
13,34,1
13,42,1
13,43,1
13,44,1
13,47,1
13,48,1
13,55,2
13,59,1
13,61,2
13,62,2
13,65,1
13,66,2
13,67,2
13,69,2
13,70,0
13,78,2
13,79,1
13,81,1
13,97,1
13,99,1
13,111,1
13,112,1
13,113,2
13,120,1
13,121,1
13,132,1
13,137,1
13,138,1
13,139,2
13,141,1
13,151,2
13,156,2
13,160,1
13,161,2
13,164,1
13,168,2
13,170,1
13,177,1
13,183,1
13,184,2
13,185,1
13,186,2
13,187,1
13,188,1
13,191,2
13,196,2
13,198,2
13,200,2
14,5,2
14,8,0
14,9,2
14,10,0
14,12,2
14,13,1
14,16,1
14,17,2
14,20,2
14,28,2
14,29,2
14,31,2
14,34,2
14,43,2
14,46,1
14,47,2
14,48,2
14,50,1
14,53,0
14,54,2
14,55,2
14,59,1
14,60,2
14,61,2
14,62,2
14,64,2
14,65,2
14,66,2
14,78,0
14,81,2
14,83,1
14,90,2
14,96,2
14,97,2
14,99,2
14,102,2
14,105,1
14,113,2
14,132,2
14,134,2
14,138,2
14,139,2
14,141,2
14,146,1
14,151,2
14,155,2
14,160,2
14,161,2
14,164,2
14,168,2
14,177,2
14,183,2
14,186,2
14,190,1
14,191,2
14,193,2
15,2,0
15,3,2
15,4,0
15,10,0
15,17,2
15,24,2
15,27,0
15,29,2
15,34,2
15,36,2
15,43,1
15,47,1
15,51,1
15,55,2
15,59,2
15,61,2
15,62,0
15,65,2
15,66,2
15,67,2
15,71,1
15,74,1
15,78,1
15,79,2
15,81,1
15,90,1
15,95,0
15,97,1
15,99,2
15,111,1
15,113,1
15,117,1
15,120,1
15,121,2
15,130,2
15,132,2
15,133,2
15,138,1
15,141,2
15,151,0
15,156,1
15,160,1
15,161,1
15,163,1
15,164,2
15,168,2
15,169,2
15,170,1
15,177,1
15,179,1
15,183,1
15,184,1
15,186,2
15,187,0
15,188,0
15,190,2
15,191,2
15,196,2
15,198,2
15,200,1
16,1,2
16,2,2
16,3,1
16,5,2
16,6,2
16,8,2
16,9,2
16,12,2
16,13,2
16,16,0
16,17,1
16,42,2
16,43,2
16,44,2
16,46,2
16,47,2
16,48,0
16,49,2
16,50,2
16,51,2
16,52,2
16,53,2
16,54,2
16,55,2
16,57,2
16,58,2
16,59,0
16,60,2
16,61,1
16,62,2
16,63,2
16,64,2
16,65,2
17,1,2
17,3,1
17,9,1
17,14,1
17,17,2
17,20,2
17,27,1
17,29,1
17,30,2
17,34,2
17,36,2
17,37,1
17,41,1
17,43,1
17,45,0
17,47,1
17,49,2
17,50,2
17,51,0
17,53,1
17,57,1
17,59,2
17,60,2
17,61,0
17,62,1
17,66,1
17,67,0
17,71,1
17,76,1
17,79,1
17,80,1
17,81,2
17,82,1
17,87,1
17,90,0
17,92,0
17,95,1
17,96,2
17,99,2
17,101,2
17,102,1
17,117,2
17,119,0
17,129,1
17,132,1
17,136,2
17,137,0
17,138,2
17,139,2
17,141,2
17,144,1
17,146,2
17,152,1
17,156,2
17,157,1
17,158,1
17,159,1
17,160,1
17,163,0
17,164,2
17,165,2
17,166,0
17,168,2
17,170,1
17,174,0
17,177,2
17,181,1
17,184,0
17,186,2
17,191,2
17,196,1
17,197,2
17,198,2
17,200,2
18,2,0
18,3,1
18,5,2
18,7,2
18,9,2
18,10,2
18,12,1
18,17,2
18,18,2
18,22,2
18,29,2
18,31,2
18,34,2
18,43,2
18,47,2
18,48,1
18,50,2
18,51,2
18,53,2
18,55,2
18,58,2
18,59,2
18,60,0
18,61,2
18,62,2
18,63,1
18,66,2
18,67,2
18,68,2
18,69,2
18,70,2
18,71,2
18,72,2
18,73,2
18,74,2
18,75,2
18,76,2
18,77,2
18,78,2
18,79,2
18,80,2
18,81,2
18,82,2
18,83,2
18,84,2
18,85,2
18,86,2
18,87,2
18,88,2
18,89,2
18,90,2
18,91,2
18,93,1
18,94,2
18,97,0
18,98,1
18,100,2
18,103,0
18,104,1
18,105,2
18,106,2
18,107,0
18,108,0
18,109,0
18,110,0
18,111,1
18,112,2
18,113,2
18,114,0
18,115,1
18,116,1
18,117,2
18,118,0
18,119,0
18,121,0
18,122,0
18,123,1
18,125,1
18,126,1
18,128,0
18,129,1
18,134,1
18,136,0
18,137,1
18,138,2
18,139,1
18,140,0
18,141,0
18,145,0
18,148,1
18,149,2
18,150,2
18,152,2
18,156,1
18,157,2
18,162,1
18,163,2
18,164,1
18,165,0
18,168,2
18,170,2
18,171,1
18,175,1
18,177,2
18,182,0
18,186,2
18,187,0
18,188,2
18,189,0
18,193,1
18,194,2
18,195,1
18,196,0
18,199,0
18,200,0
19,1,0
19,11,2
19,19,2
20,2,0
20,5,0
20,14,2
20,15,2
20,17,1
20,20,2
20,24,2
20,27,1
20,28,1
20,29,1
20,30,2
20,31,1
20,33,2
20,34,1
20,36,2
20,37,1
20,41,1
20,43,1
20,47,1
20,48,1
20,50,2
20,51,0
20,53,1
20,55,1
20,57,2
20,59,2
20,60,2
20,61,1
20,62,2
20,66,2
20,70,1
20,71,1
20,73,0
20,74,1
20,78,2
20,79,1
20,80,1
20,81,1
20,82,0
20,83,2
20,87,1
20,88,2
20,89,1
20,90,1
20,95,2
20,96,1
20,99,2
20,101,1
20,102,2
20,107,1
20,108,1
20,113,1
20,116,1
20,117,2
20,120,1
20,129,2
20,130,2
20,132,1
20,133,2
20,136,1
20,137,1
20,138,2
20,139,2
20,140,0
20,141,2
20,142,1
20,144,2
20,146,2
20,151,1
20,152,2
20,156,2
20,160,2
20,161,2
20,163,2
20,164,1
20,165,2
20,166,1
20,168,2
20,170,1
20,174,1
20,176,1
20,177,1
20,178,1
20,180,0
20,183,1
20,184,2
20,186,1
20,188,0
20,190,1
20,191,2
20,197,2
20,198,1
21,1,2
21,2,1
21,4,1
21,5,2
21,6,1
21,8,1
21,10,1
21,13,2
21,14,0
21,15,2
21,17,2
21,20,2
21,24,1
21,27,2
21,29,2
21,33,2
21,34,2
21,36,1
21,37,1
21,38,1
21,41,1
21,42,2
21,43,2
21,44,2
21,45,2
21,46,2
21,47,1
21,49,0
21,51,1
21,53,1
21,54,2
21,55,1
21,57,2
21,59,2
21,60,2
21,61,2
21,62,2
21,65,1
21,66,2
21,67,2
21,70,2
21,71,2
21,77,1
21,78,0
21,79,1
21,80,0
21,81,1
21,82,2
21,87,1
21,88,0
21,89,1
21,90,2
21,96,1
21,97,1
21,99,1
21,102,1
21,104,1
21,105,2
21,107,1
21,111,1
21,112,1
21,113,1
21,116,2
21,117,2
21,120,2
21,124,2
21,128,1
21,130,2
21,132,1
21,139,2
21,141,2
21,142,2
21,143,2
21,144,2
21,151,1
21,156,2
21,160,2
21,161,2
21,164,2
21,166,2
21,168,0
21,170,1
21,171,0
21,176,0
21,177,2
21,180,2
21,181,1
21,183,1
21,184,1
21,186,1
21,187,0
21,190,2
21,191,2
21,192,1
21,193,1
21,196,2
21,197,2
21,198,1
21,199,1
21,200,1
22,2,1
22,3,1
22,4,2
22,9,2
22,10,2
22,14,2
22,15,2
22,16,2
22,17,2
22,20,1
22,22,1
22,28,1
22,29,2
22,34,2
22,41,2
22,42,2
22,43,2
22,45,1
22,46,2
22,47,1
22,48,1
22,51,1
22,55,2
22,57,2
22,59,2
22,60,1
22,61,2
22,62,2
22,65,0
22,66,2
22,67,1
22,70,0
22,71,2
22,76,1
22,78,2
22,79,2
22,80,1
22,81,1
22,82,2
22,87,1
22,89,2
22,90,2
22,95,1
22,96,2
22,97,1
22,99,0
22,104,2
22,107,1
22,108,1
22,110,1
22,113,2
22,114,2
22,116,2
22,117,2
22,120,2
22,128,1
22,130,2
22,132,1
22,133,2
22,137,1
22,138,1
22,139,2
22,140,2
22,141,2
22,143,2
22,144,2
22,145,2
22,146,1
22,150,2
22,151,1
22,152,2
22,153,0
22,156,2
22,160,2
22,161,2
22,162,1
22,163,0
22,164,2
22,165,0
22,166,2
22,167,2
22,168,2
22,169,2
22,170,1
22,171,1
22,174,1
22,176,1
22,177,2
22,180,2
22,181,1
22,182,1
22,183,2
22,184,2
22,186,2
22,187,2
22,188,1
22,189,2
22,190,2
22,191,2
22,192,1
22,197,1
22,198,0
22,199,1
22,200,1
23,1,2
23,2,0
23,4,2
23,5,2
23,6,2
23,8,2
23,9,2
23,10,2
23,13,2
23,14,2
23,15,2
23,16,1
23,17,2
23,18,2
23,20,1
24,1,2
24,2,2
24,3,1
24,5,2
24,6,1
24,8,2
24,9,2
24,10,1
24,12,0
24,14,2
24,15,2
24,16,2
24,17,2
24,20,2
24,23,0
24,24,2
24,27,2
24,29,2
24,30,2
24,31,2
24,32,0
24,33,2
24,34,2
24,37,2
24,39,1
24,40,1
24,41,2
24,42,2
24,43,2
24,44,1
24,46,2
24,47,1
24,48,2
24,49,2
24,50,2
24,51,2
24,53,2
24,55,2
24,57,2
24,59,2
24,60,2
24,61,2
24,62,2
24,65,2
24,66,2
24,67,2
24,68,1
24,71,2
24,73,2
24,74,2
24,76,2
24,78,2
24,79,2
24,80,2
24,81,2
24,82,2
24,87,2
24,88,1
24,89,2
24,90,2
24,92,1
24,93,0
24,95,2
24,96,2
24,97,2
24,99,2
24,100,1
24,104,2
24,106,0
24,107,2
24,108,2
24,110,1
24,111,1
24,112,1
24,113,2
24,114,2
24,116,2
24,117,2
24,119,1
24,120,2
24,121,1
24,122,2
24,124,2
24,125,2
24,127,2
24,128,1
24,129,2
24,130,2
24,131,2
24,132,2
24,133,2
24,134,2
24,136,0
24,137,0
24,138,0
24,139,2
24,140,2
24,141,2
24,142,2
24,143,2
24,144,2
24,146,2
24,148,2
24,149,2
24,150,2
24,151,2
24,152,2
24,153,2
24,155,2
24,156,2
24,158,2
24,159,2
24,160,2
24,162,2
24,163,2
24,164,2
24,165,2
24,166,2
24,167,2
24,168,2
24,169,1
24,170,2
24,171,2
24,172,1
24,174,2
24,176,0
24,178,2
24,179,2
24,180,2
24,181,2
24,182,2
24,183,2
24,184,0
24,185,2
24,186,2
24,187,2
24,188,2
24,189,2
24,190,2
24,191,2
24,192,2
24,196,1
24,197,2
24,198,2
24,199,2
24,200,2
25,2,0
25,3,2
25,4,2
25,5,2
25,6,1
25,8,0
25,10,1
25,12,2
25,13,2
25,14,1
25,15,1
25,16,2
25,17,2
25,20,2
26,5,2
26,9,2
26,10,1
26,17,2
26,23,1
26,24,2
26,28,2
26,29,2
26,34,1
26,43,1
26,45,2
26,46,2
26,47,2
26,48,2
26,53,1
26,59,2
26,61,2
26,62,2
26,65,1
26,66,2
26,78,1
26,79,1
26,81,1
26,90,2
26,92,2
26,96,2
26,97,2
26,99,1
26,102,2
26,112,2
26,113,2
26,117,2
26,132,2
26,141,2
26,151,2
26,156,2
26,162,2
26,164,2
26,168,2
26,174,1
26,177,2
26,183,1
26,184,2
26,186,2
26,191,1
27,2,0
27,3,1
27,5,2
27,9,2
27,10,2
27,17,2
27,20,2
28,2,2
28,4,2
28,5,1
28,9,2
28,10,2
28,11,2
28,12,2
28,13,2
28,15,2
28,16,2
28,17,2
28,18,0
28,20,2
28,24,2
28,27,1
28,28,2
28,29,2
28,30,2
28,32,0
28,33,0
28,34,2
28,42,2
28,43,2
28,46,2
28,47,2
28,48,2
28,50,1
28,55,2
28,61,2
28,62,2
28,65,2
28,66,2
28,68,2
28,71,2
28,74,2
28,78,2
28,79,2
28,80,1
28,81,2
28,97,1
28,99,1
28,103,2
28,113,2
28,116,2
28,121,2
28,132,2
28,133,2
28,137,2
28,138,2
28,139,2
28,140,2
28,141,2
28,148,2
28,150,2
28,151,2
28,160,2
28,170,2
28,171,1
28,180,2
28,183,2
28,185,1
28,186,2
28,187,2
28,191,2
29,4,1
29,9,2
29,10,2
29,14,2
29,17,1
29,18,1
29,20,2
29,28,2
29,29,2
29,30,2
29,34,2
29,41,2
29,47,1
29,51,2
29,57,2
29,59,2
29,61,0
29,62,2
29,65,2
29,66,2
29,67,2
29,71,2
29,81,2
29,87,2
29,89,2
29,90,2
29,124,1
29,128,1
29,130,2
29,132,2
29,136,2
29,137,2
29,138,2
29,139,0
29,141,2
29,144,2
29,146,2
29,160,2
29,161,2
29,163,2
29,164,2
29,167,2
29,168,1
29,170,2
30,1,2
30,10,1
30,11,1
30,12,2
30,13,1
30,16,1
30,17,2
30,18,1
30,24,2
30,27,2
30,33,1
30,34,2
30,36,2
30,41,2
30,42,1
30,43,2
30,46,2
30,51,2
30,53,2
30,54,2
30,57,1
